"","id","material","side","family","tribe","genus","species","type","image","image2","color","bw","complete","corrupt","user","origin","location","accession","date","active","user_modify","user_date"
"2165",3445,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3555","",1,1,-1,0,"*","NMB","NMB","8892","",1,"JKB","2021-05-20 12:21:17 EDT"
"2166",3446,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3559","",1,1,-1,0,"*","NMB","NMB","8893","",1,"JKB","2021-05-20 12:21:28 EDT"
"2167",3447,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3563","",1,1,-1,0,"*","NMB","NMB","8894","",1,"JKB","2021-05-20 12:21:34 EDT"
"2168",3448,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3567","",1,1,-1,0,"*","NMB","NMB","8897","",1,"JKB","2021-05-20 12:22:09 EDT"
"2169",3449,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3575","",1,1,-1,0,"*","NMB","NMB","8900","",1,"JKB","2021-05-20 12:22:12 EDT"
"2170",3450,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3579","",1,1,-1,0,"*","NMB","NMB","AZ 1373","",1,"JKB","2021-05-20 12:22:15 EDT"
"2171",3451,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3583","",1,1,-1,0,"*","NMB","NMB","M 134","",1,"JKB","2021-05-20 12:22:18 EDT"
"2172",3452,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3587","",1,1,-1,0,"*","NMB","NMB","12165","",1,"JKB","2021-05-20 12:22:22 EDT"
"2173",3453,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3592","",1,1,-1,0,"*","NMB","NMB","8895","",1,"JKB","2021-05-20 12:22:36 EDT"
"2174",3454,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3596","",1,1,-1,0,"*","NMB","NMB","8890","",1,"JKB","2021-05-20 12:22:39 EDT"
"2175",3455,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3600","",1,1,-1,0,"*","NMB","NMB","8902","",1,"JKB","2021-05-20 12:22:42 EDT"
"2176",3456,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3604","",1,1,-1,0,"*","NMB","NMB","8896","",1,"JKB","2021-05-20 12:23:03 EDT"
"2177",3457,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN3624","",1,1,-1,0,"*","NMB","NMB","9336","",1,"JKB","2021-05-20 12:21:10 EDT"
"2178",3458,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6526","",1,1,-1,0,"*","TM","TM","3128","",1,"JKB","2021-05-20 12:20:41 EDT"
"2179",3459,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6529","",1,1,-1,0,"*","TM","TM","3292","",1,"JKB","2021-05-20 12:20:24 EDT"
"2180",3460,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6533","",1,1,-1,0,"*","TM","TM","3287","",1,"JKB","2021-05-20 12:24:44 EDT"
"2181",3461,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6537","",1,1,-1,0,"*","TM","TM","12077","",1,"JKB","2021-05-20 12:28:00 EDT"
"2182",3462,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6541","",1,1,-1,0,"*","TM","TM","13102","",1,"JKB","2021-05-20 12:28:10 EDT"
"2183",3463,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6545","",1,1,-1,0,"*","TM","TM","3290","",1,"JKB","2021-05-20 12:28:13 EDT"
"2184",3464,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6549","",1,1,-1,0,"*","TM","TM","AZ 1160","",1,"JKB","2021-05-20 12:27:57 EDT"
"2185",3465,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6553","",1,1,-1,0,"*","TM","TM","12080","",1,"JKB","2021-05-20 12:32:50 EDT"
"2186",3466,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6557","",1,1,-1,0,"*","TM","TM","4216","",1,"JKB","2021-05-20 12:32:53 EDT"
"2187",3467,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6561","",1,1,-1,0,"*","TM","TM","13110","",1,"JKB","2021-05-20 12:32:56 EDT"
"2188",3468,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6565","",1,1,-1,0,"*","TM","TM","12074","",1,"JKB","2021-05-20 12:33:01 EDT"
"2189",3469,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6569","",1,1,-1,0,"*","TM","TM","13103","",1,"JKB","2021-05-20 12:33:04 EDT"
"2190",3470,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM1","DSCN6573","",1,1,-1,0,"*","TM","TM","13195","",1,"JKB","2021-05-20 12:33:07 EDT"
"2191",3471,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3542","",1,1,-1,0,"*","NMB","NMB","134","",1,"JKB","2021-05-20 12:33:50 EDT"
"2192",3472,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3546","",1,1,-1,0,"*","NMB","NMB","8889","",1,"JKB","2021-05-20 12:34:09 EDT"
"2193",3473,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3551","",1,1,-1,1,"*","NMB","NMB","8891","",1,"JKB","2021-05-20 12:34:32 EDT"
"2194",3474,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3558","",1,1,-1,1,"*","NMB","NMB","8893","",1,"JKB","2021-05-20 12:35:43 EDT"
"2195",3475,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3562","",1,1,-1,1,"*","NMB","NMB","8894","",1,"JKB","2021-05-20 12:38:15 EDT"
"2196",3476,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3566","",1,1,-1,1,"*","NMB","NMB","8897","",1,"JKB","2021-05-20 12:38:39 EDT"
"2197",3477,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3570","",1,1,-1,1,"*","NNMB","NMB","8899","",1,"JKB","2021-05-20 12:38:43 EDT"
"2198",3478,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3574","",1,1,-1,1,"*","NMB","NMB","8900","",1,"JKB","2021-05-20 12:37:00 EDT"
"2199",3479,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3578","",1,1,-1,1,"*","NMB","NMB","A 1373","",1,"JKB","2021-05-20 12:38:09 EDT"
"2200",3480,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3582","",1,1,-1,1,"*","NMB","NMB","M 134","",1,"JKB","2021-05-20 12:39:13 EDT"
"2201",3481,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3586","",1,1,-1,1,"*","NMB","NMB","12165","",1,"JKB","2021-05-20 12:40:44 EDT"
"2202",3482,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3590","",1,1,-1,0,"*","NMB","NMB","8895","",1,"EKD","2021-03-03 11:14:53 EST"
"2203",3483,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3595","",1,1,-1,1,"*","NMB","NMB","8890","",1,"EKD","2021-03-03 11:15:18 EST"
"2204",3484,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3599","",1,1,-1,1,"*","NMB","NMB","8902","",1,"EKD","2021-03-03 11:15:41 EST"
"2205",3485,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3603","",1,1,-1,1,"*","NMB","NMB","8896","",1,"JKB","2021-05-20 12:41:46 EDT"
"2206",3486,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN3623","",1,1,-1,1,"*","NMB","NMB","9336","",1,"EKD","2021-03-03 11:16:51 EST"
"2207",3487,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6525","",1,1,-1,1,"*","TM","TM","3128","",1,"JKB","2021-05-20 12:42:14 EDT"
"2208",3488,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6528","",1,1,-1,0,"*","TM","TM","3292","",1,"JKB","2021-05-20 12:43:08 EDT"
"2209",3489,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6532","",1,1,-1,1,"*","TM","TM","3287","",1,"EKD","2021-03-03 11:18:41 EST"
"2210",3490,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6536","",1,1,-1,1,"*","TM","TM","12077","",1,"JKB","2021-05-20 12:43:33 EDT"
"2211",3491,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6540","",1,1,-1,1,"*","TM","TM","13102","",1,"JKB","2021-05-20 12:43:56 EDT"
"2212",3492,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6544","",1,1,-1,1,"*","TM","TM","3290","",1,"JKB","2021-05-20 12:44:19 EDT"
"2213",3493,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6548","",1,1,-1,1,"*","TM","TM","AZ 1160","",1,"JKB","2021-05-20 12:29:21 EDT"
"2214",3494,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6552","",1,1,-1,1,"*","TM","TM","12080","",1,"EKD","2021-03-03 11:20:47 EST"
"2215",3495,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6556","",1,1,-1,1,"*","TM","TM","4216","",1,"EKD","2021-03-03 11:21:15 EST"
"2216",3496,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6560","",1,1,-1,1,"*","TM","TM","13110","",1,"EKD","2021-03-03 11:21:45 EST"
"2217",3497,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6564","",1,1,-1,1,"*","TM","TM","12074","",1,"JD","2021-03-19 14:59:56 EDT"
"2218",3498,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6568","",1,1,-1,1,"*","TM","TM","13103","",1,"JKB","2021-05-20 12:48:03 EDT"
"2219",3499,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2","DSCN6572","",1,1,-1,1,"*","TM","TM","13195","",1,"JKB","2021-05-20 12:48:18 EDT"
"2220",3500,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3541","",1,1,-1,0,"*","NMB","NMB","134","",1,"EKD","2021-03-03 11:25:23 EST"
"2221",3501,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3545","",1,1,-1,0,"*","NMB","NMB","8889","",1,"JKB","2021-05-20 12:56:56 EDT"
"2222",3502,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3549","",1,1,-1,0,"*","NMB","NMB","8891","",1,"JKB","2021-05-20 12:57:38 EDT"
"2223",3503,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3554","",1,1,-1,0,"*","NMB","NMB","8892","",1,"JKB","2021-05-20 12:57:41 EDT"
"2224",3504,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3557","",1,1,-1,0,"*","NMB","NMB","8893","",1,"JKB","2021-05-20 12:57:45 EDT"
"2225",3505,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3561","",1,1,-1,0,"*","NMB","NMB","8894","",1,"JKB","2021-05-20 13:02:00 EDT"
"2226",3506,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3565","",1,1,-1,0,"*","NMB","NMB","8897","",1,"JKB","2021-05-20 13:02:03 EDT"
"2227",3507,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3569","",1,1,-1,0,"*","NMB","NMB","8899","",1,"JKB","2021-05-20 13:02:06 EDT"
"2228",3508,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3573","",1,1,-1,0,"*","NMB","NMB","8900","",1,"JKB","2021-05-20 13:02:09 EDT"
"2229",3509,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3577","",1,1,-1,0,"*","NMB","NMB","A 1373","",1,"JKB","2021-05-20 13:02:15 EDT"
"2230",3510,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3581","",1,1,-1,0,"*","NMB","NMB","M 134","",1,"JKB","2021-05-20 13:03:40 EDT"
"2231",3511,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3585","",1,1,-1,0,"*","NMB","NMB","12165","",1,"JKB","2021-05-20 13:03:44 EDT"
"2232",3512,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3589","",1,1,-1,0,"*","NMB","NMB","8895","",1,"EKD","2021-03-03 11:32:45 EST"
"2233",3513,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3593","",1,1,-1,0,"*","NMB","NMB","8890","",1,"EKD","2021-03-03 11:33:14 EST"
"2234",3514,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3598","",1,1,-1,1,"*","NMB","NMB","8902","",1,"EKD","2021-03-03 11:33:45 EST"
"2235",3515,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3602","",1,1,-1,0,"*","NMB","NMB","8896","",1,"JKB","2021-05-20 13:03:47 EDT"
"2236",3516,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN3622","",1,1,-1,0,"*","NMB","NMB","9336","",1,"EKD","2021-03-03 11:34:40 EST"
"2237",3517,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6524","",1,1,-1,0,"*","TM","TM","3128","",1,"JKB","2021-05-20 13:04:45 EDT"
"2238",3518,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6527","",1,1,-1,0,"*","TM","TM","3292","",1,"JKB","2021-05-20 13:24:53 EDT"
"2239",3519,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6531","",1,1,-1,0,"*","TM","TM","3287","",1,"JKB","2021-05-20 13:25:00 EDT"
"2240",3520,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6535","",1,1,-1,0,"*","TM","TM","12077","",1,"JKB","2021-05-20 13:25:04 EDT"
"2241",3521,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6539","",1,1,-1,0,"*","TM","TM","13102","",1,"JKB","2021-05-20 13:25:08 EDT"
"2242",3522,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6543","",1,1,-1,0,"*","TM","TM","3290","",1,"JKB","2021-05-20 12:27:01 EDT"
"2243",3523,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6547","",1,1,-1,0,"*","TM","TM","AZ 1160","",1,"JKB","2021-05-20 12:27:27 EDT"
"2244",3524,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6551","",1,1,-1,0,"*","TM","TM","12080","",1,"EKD","2021-03-03 11:45:02 EST"
"2245",3525,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6555","",1,1,-1,0,"*","TM","TM","4216","",1,"EKD","2021-03-03 11:45:26 EST"
"2246",3526,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6559","",1,1,-1,0,"*","TM","TM","13110","",1,"EKD","2021-03-03 11:45:58 EST"
"2247",3527,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6563","",1,1,-1,0,"*","TM","TM","12074","",1,"JKB","2021-05-20 13:25:12 EDT"
"2248",3528,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6567","",1,1,-1,0,"*","TM","TM","13103","",1,"JKB","2021-05-20 13:25:16 EDT"
"2249",3529,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3","DSCN6571","",1,1,-1,0,"*","TM","TM","13195","",1,"JKB","2021-05-20 13:25:19 EDT"
"2250",3530,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN3531","",1,1,-1,1,"*","NMB","NMB","128","",1,"JKB","2021-05-20 13:25:25 EDT"
"2251",3531,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN3540","",1,1,-1,1,"*","NMB","NMB","135","",1,"JKB","2021-05-20 13:25:29 EDT"
"2252",3532,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN3616","",1,1,-1,1,"*","NMB","NMB","6017","",1,"EKD","2021-03-03 11:50:52 EST"
"2253",3533,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN3620","",1,1,-1,1,"*","NMB","NMB","9336","",1,"JKB","2021-05-20 13:25:32 EDT"
"2254",3534,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6427","",1,1,-1,1,"*","TM","TM","13196","",1,"JKB","2021-05-20 13:25:36 EDT"
"2255",3535,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6431","",1,1,-1,1,"*","TM","TM","16698","",1,"JKB","2021-05-20 13:25:39 EDT"
"2256",3536,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6435","",1,1,-1,1,"*","TM","TM","12083","",1,"JKB","2021-05-20 13:25:44 EDT"
"2257",3537,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6439","",1,1,-1,1,"*","TM","TM","12070","",1,"JKB","2021-05-20 13:25:49 EDT"
"2258",3538,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6443","",1,1,-1,1,"*","TM","TM","AZ 976","",1,"JKB","2021-05-20 13:25:52 EDT"
"2259",3539,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6447","",1,1,-1,1,"*","TM","TM","16701","",1,"JKB","2021-05-20 13:25:57 EDT"
"2260",3540,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6451","",1,1,-1,1,"*","TM","TM","16693","",1,"EKD","2021-03-03 11:54:42 EST"
"2261",3541,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6455","",1,1,-1,1,"*","TM","TM","AZ 3091","",1,"EKD","2021-03-03 11:55:12 EST"
"2262",3542,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6459","",1,1,-1,1,"*","TM","TM","3813","",1,"JKB","2021-05-20 13:26:01 EDT"
"2263",3543,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6463","",1,1,-1,1,"*","TM","TM","AZ 2277","",1,"EKD","2021-03-03 11:56:07 EST"
"2264",3544,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6467","",1,1,-1,1,"*","TM","TM","13106","",1,"JKB","2021-05-20 13:26:05 EDT"
"2265",3545,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6470","",1,1,-1,1,"*","TM","TM","16692","",1,"EKD","2021-03-03 11:56:57 EST"
"2266",3546,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6474","",1,1,-1,1,"*","TM","TM","12074","",1,"JKB","2021-05-20 13:26:09 EDT"
"2267",3547,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6478","",1,1,-1,0,"*","TM","TM","4216","",1,"JKB","2021-05-20 13:26:13 EDT"
"2268",3548,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6482","",1,1,-1,1,"*","TM","TM","4218","",1,"EKD","2021-03-03 11:58:03 EST"
"2269",3549,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6507","",1,1,-1,1,"*","TM","TM","12077","",1,"JKB","2021-05-20 13:26:16 EDT"
"2270",3550,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6511","",1,1,-1,1,"*","TM","TM","13110","",1,"JKB","2021-05-20 13:26:31 EDT"
"2271",3551,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6515","",1,1,-1,1,"*","TM","TM","3287","",1,"JKB","2021-05-20 13:26:34 EDT"
"2272",3552,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6519","",1,1,-1,1,"*","TM","TM","3292","",1,"JKB","2021-05-20 13:26:37 EDT"
"2273",3553,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6523","",1,1,-1,1,"*","TM","TM","3128","",1,"EKD","2021-03-03 12:00:17 EST"
"2274",3554,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6577","",1,1,-1,1,"*","TM","TM","13195","",1,"JKB","2021-05-20 13:26:40 EDT"
"2275",3555,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1","DSCN6579","",1,1,-1,1,"*","TM","TM","13103","",1,"JKB","2021-05-20 13:26:54 EDT"
"2276",3556,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN3530","",1,1,-1,0,"*","NMB","NMB","128","",1,"JKB","2021-05-20 13:26:20 EDT"
"2277",3557,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN3534","",1,1,-1,0,"*","NMB","NMB","136","",1,"JKB","2021-05-20 13:26:23 EDT"
"2278",3558,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN3539","",1,1,-1,0,"*","NMB","NMB","135","",1,"JKB","2021-05-20 13:26:28 EDT"
"2279",3559,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN3615","",1,1,-1,0,"*","NMB","NMB","6017","",1,"EKD","2021-03-04 13:35:31 EST"
"2280",3560,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN3619","",1,1,-1,0,"*","NMB","NMB","9336","",1,"JKB","2021-05-20 13:29:29 EDT"
"2281",3561,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6426","",1,1,-1,0,"*","TM","TM","13196","",1,"JKB","2021-05-20 13:29:36 EDT"
"2282",3562,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6434","",1,1,-1,0,"*","TM","TM","12083","",1,"JKB","2021-05-20 13:37:06 EDT"
"2283",3563,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6438","",1,1,-1,0,"*","TM","TM","12070","",1,"JKB","2021-05-20 13:37:09 EDT"
"2284",3564,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6442","",1,1,-1,0,"*","TM","TM","AZ 976","",1,"JKB","2021-05-20 13:37:11 EDT"
"2285",3565,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6446","",1,1,-1,0,"*","TM","TM","16701","",1,"JKB","2021-05-20 13:37:18 EDT"
"2286",3566,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6450","",1,1,-1,0,"*","TM","TM","16693","",1,"EKD","2021-03-04 14:37:08 EST"
"2287",3567,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6454","",1,1,-1,0,"*","TM","TM","AZ 3091","",1,"EKD","2021-03-04 14:38:33 EST"
"2288",3568,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6458","",1,1,-1,0,"*","TM","TM","3813","",1,"JKB","2021-05-20 13:33:34 EDT"
"2289",3569,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6462","",1,1,-1,0,"*","TM","TM","AZ 2277","",1,"EKD","2021-03-04 15:01:39 EST"
"2290",3570,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6466","",1,1,-1,0,"*","TM","TM","13106","",1,"JKB","2021-05-20 13:33:37 EDT"
"2291",3571,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6469","",1,1,-1,0,"*","TM","TM","16692","",1,"EKD","2021-03-04 15:02:28 EST"
"2292",3572,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6473","",1,1,-1,0,"*","TM","TM","12074","",1,"JKB","2021-05-20 13:33:40 EDT"
"2293",3573,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6477","",1,1,-1,0,"*","TM","TM","4216","",1,"JKB","2021-05-20 13:33:43 EDT"
"2294",3574,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6481","",1,1,-1,0,"*","TM","TM","4218","",1,"JKB","2021-05-20 13:33:46 EDT"
"2295",3575,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6506","",1,1,-1,0,"*","TM","TM","12077","",1,"JKB","2021-05-20 13:33:49 EDT"
"2296",3576,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6510","",1,1,-1,0,"*","TM","TM","13110","",1,"JKB","2021-05-20 13:33:58 EDT"
"2297",3577,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6514","",1,1,-1,0,"*","TM","TM","3287","",1,"JKB","2021-05-20 13:34:05 EDT"
"2298",3578,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6518","",1,1,-1,0,"*","TM","TM","3292","",1,"JKB","2021-05-20 13:34:08 EDT"
"2299",3579,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6522","",1,1,-1,0,"*","TM","TM","3128","",1,"EKD","2021-03-04 15:06:16 EST"
"2300",3580,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6576","",1,1,-1,0,"*","TM","TM","13195","",1,"JKB","2021-05-20 13:33:31 EDT"
"2301",3581,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM2","DSCN6578","",1,1,-1,0,"*","TM","TM","13103","",1,"JKB","2021-05-20 13:33:28 EDT"
"2302",3582,"Extant","L","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM3","DSCN3529","",1,1,-1,0,"*","NMB","NMB","128","",1,"JKB","2021-05-20 13:32:43 EDT"
